amazon revenue,author revenue,average rating,genre,gross sales,name,publisher revenue,sale price,sales rank,sold by,total reviews,type,units sold
33.558,33.558,4.48,nonfiction,167.79,The Penguin Press,100.674,7.99,7217,Penguin Group (USA) LLC,609,big five,21
32.298,32.298,4.27,nonfiction,161.49,Simon Pulse,96.894,7.69,7218,Simon and Schuster Digital Sales Inc,1509,big five,21
41.958,41.958,3.9,genre fiction,209.79,Random House,125.874,9.99,7219,Random House LLC,834,big five,21
41.37,41.37,4.02,nonfiction,206.85,Crown Business,124.11,9.85,7222,Random House LLC,343,big five,21
27.888,27.888,0,genre fiction,139.44,Avon,83.664,6.64,7227,HarperCollins Publishers,0,big five,21
12.558,12.558,4.75,nonfiction,62.79,William Morrow Paperbacks,37.674,2.99,7228,HarperCollins Publishers,323,big five,21
46.158,46.158,4.76,nonfiction,230.79,Jericho Books,138.474,10.99,7234,Hachette Book Group,355,big five,21
25.158,25.158,4.69,nonfiction,125.79,Ballantine Books,75.474,5.99,7236,Random House LLC,303,big five,21
33.558,33.558,4.24,genre fiction,167.79,Berkley,100.674,7.99,7240,Penguin Group (USA) LLC,192,big five,21
46.158,46.158,4.43,nonfiction,230.79,Gallery Books,138.474,10.99,7241,Simon and Schuster Digital Sales Inc,149,big five,21
31.5,31.5,4.22,genre fiction,157.5,Ace,94.5,7.5,7252,Penguin Group (USA) LLC,440,big five,21
41.958,41.958,4.13,nonfiction,209.79,"Little, Brown and Company",125.874,9.99,7268,Hachette Book Group,396,big five,21
23.898,23.898,4.76,genre fiction,119.49,Jove,71.694,5.69,7270,Penguin Group (USA) LLC,280,big five,21
25.158,25.158,4.2,genre fiction,125.79,HarperCollins e-books,75.474,5.99,7271,HarperCollins Publishers,391,big five,21
29.358,29.358,4.51,genre fiction,146.79,Forever,88.074,6.99,7272,Hachette Book Group,252,big five,21
35.826,35.826,3.49,genre fiction,179.13,Atria Books,107.478,8.53,7274,Simon and Schuster Digital Sales Inc,153,big five,21
39.9,39.9,3.67,nonfiction,199.5,Gallery Books,119.7,9.5,7283,Simon and Schuster Digital Sales Inc,266,big five,21
41.958,41.958,4.75,nonfiction,209.79,Ballantine Books,125.874,9.99,7289,Random House LLC,889,big five,21
28.686,28.686,4.54,genre fiction,143.43,St. Martin's Press,86.058,6.83,7295,Macmillan,377,big five,21
46.158,46.158,0,genre fiction,230.79,Del Rey,138.474,10.99,7296,Random House LLC,0,big five,21
39.96,39.96,4.48,nonfiction,199.8,St. Martin's Press,119.88,9.99,7313,Macmillan,235,big five,20
39.96,39.96,4.52,nonfiction,199.8,Hyperion,119.88,9.99,7325,Hachette Book Group,262,big five,20
23.96,23.96,4.54,nonfiction,119.8,Ballantine Books,71.88,5.99,7326,Random House LLC,244,big five,20
11.52,11.52,4.67,nonfiction,57.6,Puffin,34.56,2.88,7332,Penguin Group (USA) LLC,74,big five,20
23.96,23.96,4.84,genre fiction,119.8,Berkley,71.88,5.99,7344,Penguin Group (USA) LLC,44,big five,20
43.96,43.96,0,genre fiction,219.8,Delacorte Press,131.88,10.99,7345,Random House LLC,0,big five,20
39.96,39.96,4.5,nonfiction,199.8,Touchstone,119.88,9.99,7350,Simon and Schuster Digital Sales Inc,369,big five,20
15.96,15.96,4.58,children,79.8,Random House Books for Young Readers,47.88,3.99,7362,Random House LLC,277,big five,20
18.96,18.96,3.2,genre fiction,94.8,Simon & Schuster Audio,56.88,4.74,7363,Simon and Schuster Digital Sales Inc,567,big five,20
37.68,37.68,4.29,nonfiction,188.4,William Morrow,113.04,9.42,7366,HarperCollins Publishers,713,big five,20
31.96,31.96,0,genre fiction,159.8,Zondervan,95.88,7.99,7373,HarperCollins Publishing,0,big five,20
27.96,27.96,4.05,genre fiction,139.8,Bantam,83.88,6.99,7375,Random House LLC,656,big five,20
11.96,11.96,4.56,genre fiction,59.8,Loveswept,35.88,2.99,7379,Random House LLC,37,big five,20
15.16,15.16,4.09,genre fiction,75.8,HarperCollins e-books,45.48,3.79,7386,HarperCollins Publishers,20,big five,20
11.96,11.96,3.8,genre fiction,59.8,Witness Impulse,35.88,2.99,7388,HarperCollins Publishers,10,big five,20
31.2,31.2,4.19,comics,156,(Small or Medium Publisher),93.6,7.8,7393,DC Comics,179,small/medium,20
23.96,23.96,4.03,genre fiction,119.8,Ace,71.88,5.99,7397,Penguin Group (USA) LLC,1197,big five,20
47.84,47.84,4.41,genre fiction,239.2,Harper Voyager,143.52,11.96,7399,HarperCollins Publishers,391,big five,20
27.96,27.96,3.83,genre fiction,139.8,Grand Central Publishing,83.88,6.99,7405,Hachette Book Group,281,big five,20
39.96,39.96,4.29,nonfiction,199.8,Random House,119.88,9.99,7407,Random House LLC,117,big five,20
27.32,27.32,4.29,genre fiction,136.6,St. Martin's Paperbacks,81.96,6.83,7420,Macmillan,240,big five,20
47.96,47.96,4.52,nonfiction,239.8,Portfolio,143.88,11.99,7425,Penguin Group (USA) LLC,90,big five,20
22.52,22.52,4.51,children,112.6,Atheneum Books for Young Readers,67.56,5.63,7426,Simon and Schuster Digital Sales Inc,552,big five,20
37.64,37.64,4.73,nonfiction,188.2,Vintage,112.92,9.41,7442,Random House LLC,599,big five,20
43.96,43.96,4.46,nonfiction,219.8,Tarcher,131.88,10.99,7448,Penguin Group (USA) LLC,565,big five,20
31.96,31.96,3.96,genre fiction,159.8,Grand Central Publishing,95.88,7.99,7455,Hachette Book Group,462,big five,20
31.96,31.96,4.51,genre fiction,159.8,Atria Books,95.88,7.99,7456,Simon and Schuster Digital Sales Inc,1851,big five,20
35.56,35.56,4.36,fiction,177.8,"Farrar, Straus and Giroux",106.68,8.89,7462,Macmillan,120,big five,20
44.16,44.16,4.25,fiction,220.8,Picador,132.48,11.04,7467,Macmillan,4,big five,20
128.8,128.8,4.79,genre fiction,644,Margaret K. McElderry Books,386.4,32.2,7483,Simon and Schuster Digital Sales Inc,163,big five,20
59.96,59.96,4.1,nonfiction,299.8,"Little, Brown and Company",179.88,14.99,7485,Hachette Book Group,714,big five,20
39.96,39.96,3.94,nonfiction,199.8,Broadway Books,119.88,9.99,7495,Random House LLC,357,big five,20
47.56,47.56,0,genre fiction,237.8,Scribner,142.68,11.89,7507,Simon and Schuster Digital Sales Inc,0,big five,20
27.32,27.32,4.36,genre fiction,136.6,Howard Books,81.96,6.83,7511,Simon and Schuster Digital Sales Inc,699,big five,20
15.24,15.24,4.27,genre fiction,76.2,Simon & Schuster,45.72,3.81,7522,Simon and Schuster Digital Sales Inc,192,big five,20
35.96,35.96,4.71,nonfiction,179.8,Thomas Dunne Books,107.88,8.99,7524,Macmillan,747,big five,20
51.96,51.96,4.56,nonfiction,259.8,"Little, Brown and Company",155.88,12.99,7525,Hachette Book Group,455,big five,20
27.32,27.32,3.94,genre fiction,136.6,Holt Paperbacks,81.96,6.83,7533,Macmillan,111,big five,20
51.96,51.96,0,genre fiction,259.8,St. Martin's Press,155.88,12.99,7535,Macmillan,0,big five,20
31.96,31.96,3.13,genre fiction,159.8,Grand Central Publishing,95.88,7.99,7536,Hachette Book Group,354,big five,20
27.96,27.96,4.52,genre fiction,139.8,Grand Central Publishing,83.88,6.99,7543,Hachette Book Group,428,big five,20
13.28,13.28,4.16,children,66.4,Random House Books for Young Readers,39.84,3.32,7546,Random House LLC,62,big five,20
31.96,31.96,4.85,nonfiction,159.8,Thomas Dunne Books,95.88,7.99,7547,Macmillan,617,big five,20
23.96,23.96,4.14,genre fiction,119.8,Del Rey,71.88,5.99,7557,Random House LLC,401,big five,20
41.52,41.52,0,nonfiction,207.6,Gallery Books,124.56,10.38,7562,Simon and Schuster Digital Sales Inc,0,big five,20
39.96,39.96,4.65,nonfiction,199.8,Hyperion,119.88,9.99,7564,Hachette Book Group,639,big five,20
50.96,50.96,4.41,nonfiction,254.8,Harper,152.88,12.74,7567,HarperCollins Publishers,465,big five,20
23.96,23.96,4.74,children,119.8,"Little, Brown Books for Young Readers",71.88,5.99,7569,Hachette Book Group,268,big five,20
23.96,23.96,2.83,genre fiction,119.8,Dell,71.88,5.99,7572,Random House LLC,836,big five,20
23.92,23.92,4.24,genre fiction,119.6,Crimeline,71.76,5.98,7575,Random House LLC,142,big five,20
31.96,31.96,4.29,genre fiction,159.8,Simon & Schuster,95.88,7.99,7583,Simon and Schuster Digital Sales Inc,160,big five,20
32,32,4.28,genre fiction,160,HarperCollins e-books,96,8,7584,HarperCollins Publishers,245,big five,20
23.96,23.96,3.55,genre fiction,119.8,Berkley,71.88,5.99,7585,Penguin Group (USA) LLC,237,big five,20
19.96,19.96,4.18,genre fiction,99.8,Bantam,59.88,4.99,7587,Random House LLC,432,big five,20
47.56,47.56,3.61,genre fiction,237.8,Scribner,142.68,11.89,7598,Simon and Schuster Digital Sales Inc,70,big five,20
37.08,37.08,4.7,nonfiction,185.4,Plume,111.24,9.27,7604,Penguin Group (USA) LLC,77,big five,20
39.96,39.96,4.41,nonfiction,199.8,Anchor,119.88,9.99,7605,Random House LLC,619,big five,20
50.96,50.96,4.87,nonfiction,254.8,Scribner,152.88,12.74,7607,Simon and Schuster Digital Sales Inc,190,big five,20
23.96,23.96,3.36,genre fiction,119.8,Ace,71.88,5.99,7621,Penguin Group (USA) LLC,1167,big five,20
43.96,43.96,4.3,nonfiction,219.8,Crown Archetype,131.88,10.99,7632,Random House LLC,206,big five,20
39.96,39.96,4.16,nonfiction,199.8,Back Bay Books,119.88,9.99,7640,Hachette Book Group,557,big five,20
11.96,11.96,4.51,genre fiction,59.8,Mulholland Books,35.88,2.99,7646,Hachette Book Group,88,big five,20
41.52,41.52,4.47,nonfiction,207.6,Simon & Schuster,124.56,10.38,7652,Simon and Schuster Digital Sales Inc,137,big five,20
41.48,41.48,3.98,nonfiction,207.4,Free Press,124.44,10.37,7665,Simon and Schuster Digital Sales Inc,526,big five,20
39.96,39.96,4.23,nonfiction,199.8,Crown Business,119.88,9.99,7671,Random House LLC,648,big five,20
36.44,36.44,4.04,nonfiction,182.2,Thomas Nelson,109.32,9.11,7682,HarperCollins Christian Publishing,1168,big five,20
23.92,23.92,4.84,children,119.6,HarperCollins,71.76,5.98,7700,HarperCollins Publishers,267,big five,20
39.96,39.96,4.83,genre fiction,199.8,Orbit,119.88,9.99,7708,Hachette Book Group,239,big five,20
11.96,11.96,4,fiction,59.8,It Books,35.88,2.99,7716,HarperCollins Publishers,307,big five,20
7.96,7.96,0,genre fiction,39.8,Avon Impulse,23.88,1.99,7719,HarperCollins Publishers,0,big five,20
43.96,43.96,4.33,nonfiction,219.8,Knopf,131.88,10.99,7724,Random House LLC,111,big five,20
23.96,23.96,3.03,genre fiction,119.8,Dell,71.88,5.99,7732,Random House LLC,764,big five,20
30.76,30.76,4.02,genre fiction,153.8,Ace,92.28,7.69,7733,Penguin Group (USA) LLC,859,big five,20
34.12,34.12,3.66,genre fiction,170.6,Simon & Schuster,102.36,8.53,7734,Simon and Schuster Digital Sales Inc,159,big five,20
36.32,36.32,4.2,nonfiction,181.6,Howard Books,108.96,9.08,7734,Simon and Schuster Digital Sales Inc,417,big five,20
39.96,39.96,4.59,genre fiction,199.8,Orbit,119.88,9.99,7744,Hachette Book Group,204,big five,20
23.96,23.96,4.76,children,119.8,Henry Holt and Co.,71.88,5.99,7745,Macmillan,725,big five,20
23.96,23.96,4.65,genre fiction,119.8,Forge Books,71.88,5.99,7746,Macmillan,126,big five,20
22.724,22.724,4.89,children,113.62,HarperCollins,68.172,5.98,7783,HarperCollins Publishers,338,big five,19
37.962,37.962,4.86,children,189.81,HarperCollins,113.886,9.99,7792,HarperCollins Publishers,38,big five,19
51.642,51.642,0,genre fiction,258.21,William Morrow,154.926,13.59,7796,HarperCollins Publishers,0,big five,19
48.412,48.412,3.88,nonfiction,242.06,Scribner,145.236,12.74,7801,Simon and Schuster Digital Sales Inc,18,big five,19
41.762,41.762,4.15,nonfiction,208.81,Crown Business,125.286,10.99,7804,Random House LLC,140,big five,19
30.362,30.362,4.33,genre fiction,151.81,Ballantine Books,91.086,7.99,7808,Random House LLC,527,big five,19
11.362,11.362,4.57,nonfiction,56.81,"Little, Brown and Company",34.086,2.99,7814,Hachette Book Group,163,big five,19
22.762,22.762,4.33,fiction,113.81,Berkley,68.286,5.99,7827,Penguin Group (USA) LLC,15,big five,19
30.362,30.362,4.36,fiction,151.81,Signet,91.086,7.99,7828,Penguin Group (USA) LLC,625,big five,19
37.962,37.962,4.27,genre fiction,189.81,"Little, Brown and Company",113.886,9.99,7829,Hachette Book Group,168,big five,19
37.962,37.962,4.58,genre fiction,189.81,Putnam Adult,113.886,9.99,7869,Penguin Group (USA) LLC,453,big five,19
45.562,45.562,4.27,nonfiction,227.81,Touchstone,136.686,11.99,7873,Simon and Schuster Digital Sales Inc,216,big five,19
41.762,41.762,4.42,genre fiction,208.81,Minotaur Books,125.286,10.99,7877,Macmillan,7,big five,19
49.362,49.362,4.64,nonfiction,246.81,Current,148.086,12.99,7884,Penguin Group (USA) LLC,177,big five,19
48.412,48.412,4.27,nonfiction,242.06,HarperOne,145.236,12.74,7890,HarperCollins Publishers,11,big five,19
30.362,30.362,2.45,genre fiction,151.81,Berkley,91.086,7.99,7900,Penguin Group (USA) LLC,692,big five,19
39.444,39.444,4.52,nonfiction,197.22,Gallery Books,118.332,10.38,7912,Simon and Schuster Digital Sales Inc,808,big five,19
48.412,48.412,0,genre fiction,242.06,Orbit,145.236,12.74,7927,Hachette Book Group,0,big five,19
40.47,40.47,3.86,nonfiction,202.35,Doubleday,121.41,10.65,7929,Random House LLC,22,big five,19
37.962,37.962,4.69,nonfiction,189.81,Anchor,113.886,9.99,7930,Random House LLC,840,big five,19
7.562,7.562,4.36,children,37.81,Zonderkidz,22.686,1.99,7931,HarperCollins Publishing,83,big five,19
45.562,45.562,4.9,nonfiction,227.81,Viking Adult,136.686,11.99,7960,Penguin Group (USA) LLC,10,big five,19
37.126,37.126,4.34,fiction,185.63,HarperCollins e-books,111.378,9.77,7972,HarperCollins Publishers,225,big five,19
11.362,11.362,3.77,nonfiction,56.81,Portfolio,34.086,2.99,7984,Penguin Group (USA) LLC,194,big five,19
45.562,45.562,4.63,nonfiction,227.81,Pantheon,136.686,11.99,7985,Random House LLC,128,big five,19
26.562,26.562,4.11,genre fiction,132.81,Orbit,79.686,6.99,7986,Hachette Book Group,415,big five,19
33.782,33.782,4.78,nonfiction,168.91,HarperWave,101.346,8.89,7987,HarperCollins Publishers,653,big five,19
45.182,45.182,4.4,nonfiction,225.91,Howard Books,135.546,11.89,7994,Simon and Schuster Digital Sales Inc,236,big five,19
11.362,11.362,4.43,nonfiction,56.81,William Morrow,34.086,2.99,8001,HarperCollins Publishers,304,big five,19
15.162,15.162,4.28,genre fiction,75.81,HarperCollins e-books,45.486,3.99,8011,HarperCollins Publishers,124,big five,19
29.222,29.222,4.83,children,146.11,Puffin,87.666,7.69,8013,Penguin Group (USA) LLC,150,big five,19
11.362,11.362,4.55,nonfiction,56.81,Putnam Juvenile,34.086,2.99,8014,Penguin Group (USA) LLC,18,big five,19
22.762,22.762,3.82,genre fiction,113.81,Ace,68.286,5.99,8024,Penguin Group (USA) LLC,954,big five,19
37.962,37.962,4.81,nonfiction,189.81,Thomas Nelson,113.886,9.99,8037,HarperCollins Christian Publishing,413,big five,19
30.362,30.362,4.22,children,151.81,Random House Books for Young Readers,91.086,7.99,8040,Random House LLC,9,big five,19
30.362,30.362,3.91,nonfiction,151.81,Delacorte Press,91.086,7.99,8044,Random House LLC,146,big five,19
26.562,26.562,4.27,genre fiction,132.81,Berkley,79.686,6.99,8046,Penguin Group (USA) LLC,195,big five,19
14.402,14.402,4.42,genre fiction,72.01,William Morrow,43.206,3.79,8055,HarperCollins Publishers,195,big five,19
37.962,37.962,4.52,nonfiction,189.81,Crown Business,113.886,9.99,8068,Random House LLC,770,big five,19
38.684,38.684,4.1,nonfiction,193.42,Random House,116.052,10.18,8077,Random House LLC,512,big five,19
56.962,56.962,4.43,nonfiction,284.81,Scribner,170.886,14.99,8095,Simon and Schuster Digital Sales Inc,173,big five,19
30.362,30.362,3.93,fiction,151.81,Vintage,91.086,7.99,8108,Random House LLC,334,big five,19
22.762,22.762,4.2,genre fiction,113.81,Spectra,68.286,5.99,8112,Random House LLC,257,big five,19
26.562,26.562,4.37,children,132.81,"Little, Brown and Company",79.686,6.99,8114,Hachette Book Group,1822,big five,19
20.406,20.406,4.55,children,102.03,Atheneum Books for Young Readers,61.218,5.37,8124,Simon and Schuster Digital Sales Inc,441,big five,19
33.782,33.782,4.44,nonfiction,168.91,HarperCollins e-books,101.346,8.89,8126,HarperCollins Publishers,1674,big five,19
32.414,32.414,3.66,genre fiction,162.07,Simon & Schuster,97.242,8.53,8141,Simon and Schuster Digital Sales Inc,177,big five,19
14.402,14.402,4.45,nonfiction,72.01,HarperCollins e-books,43.206,3.79,8152,HarperCollins Publishers,372,big five,19
85.69,85.69,4.27,nonfiction,428.45,It Books,257.07,22.55,8155,HarperCollins Publishers,879,big five,19
15.162,15.162,4.58,children,75.81,Random House Books for Young Readers,45.486,3.99,8168,Random House LLC,258,big five,19
22.496,22.496,4.63,children,112.48,Wendy Lamb Books,67.488,5.92,8169,Random House LLC,442,big five,19
36.48,36.48,4.74,nonfiction,182.4,Harper,109.44,9.6,8177,HarperCollins Publishers,327,big five,19
24.588,24.588,3.85,genre fiction,122.94,Holt Paperbacks,73.764,6.83,8222,Macmillan,130,big five,18
53.964,53.964,4.35,nonfiction,269.82,"Little, Brown and Company",161.892,14.99,8228,Hachette Book Group,115,big five,18
21.564,21.564,4.68,genre fiction,107.82,Tor Books,64.692,5.99,8242,Macmillan,512,big five,18
21.564,21.564,4.28,genre fiction,107.82,Ace,64.692,5.99,8249,Penguin Group (USA) LLC,374,big five,18
35.784,35.784,4.72,nonfiction,178.92,Berkley,107.352,9.94,8256,Penguin Group (USA) LLC,634,big five,18
35.568,35.568,4.24,genre fiction,177.84,Vintage,106.704,9.88,8272,Random House LLC,850,big five,18
39.744,39.744,0,genre fiction,198.72,Grand Central Publishing,119.232,11.04,8277,Hachette Book Group,0,big five,18
10.764,10.764,0,genre fiction,53.82,Avon Red Impulse,32.292,2.99,8280,HarperCollins Publishers,0,big five,18
25.992,25.992,4.03,fiction,129.96,Penguin Classic,77.976,7.22,8284,Penguin Group (USA) LLC,285,big five,18
28.764,28.764,2.91,genre fiction,143.82,"Little, Brown and Company",86.292,7.99,8288,Hachette Book Group,212,big five,18
45.864,45.864,4.08,genre fiction,229.32,Simon & Schuster,137.592,12.74,8293,Simon and Schuster Digital Sales Inc,607,big five,18
28.764,28.764,2.78,genre fiction,143.82,Dell,86.292,7.99,8301,Random House LLC,830,big five,18
55.044,55.044,4.41,nonfiction,275.22,Free Press,165.132,15.29,8302,Simon and Schuster Digital Sales Inc,361,big five,18
28.764,28.764,4.58,genre fiction,143.82,Berkley,86.292,7.99,8318,Penguin Group (USA) LLC,148,big five,18
20.484,20.484,3.59,genre fiction,102.42,HarperCollins e-books,61.452,5.69,8325,HarperCollins Publishers,114,big five,18
24.588,24.588,4.39,fiction,122.94,Simon & Schuster,73.764,6.83,8326,Simon and Schuster Digital Sales Inc,91,big five,18
28.764,28.764,0,genre fiction,143.82,Bantam,86.292,7.99,8327,Random House LLC,0,big five,18
7.164,7.164,3.82,nonfiction,35.82,HarperCollins e-books,21.492,1.99,8333,HarperCollins Publishers,40,big five,18
35.172,35.172,4.61,nonfiction,175.86,Ecco,105.516,9.77,8334,HarperCollins Publishers,307,big five,18
28.764,28.764,4.51,nonfiction,143.82,Multnomah Books,86.292,7.99,8341,Random House LLC,140,big five,18
21.564,21.564,4.45,genre fiction,107.82,Ballantine Books,64.692,5.99,8371,Random House LLC,203,big five,18
28.764,28.764,4.47,nonfiction,143.82,Penguin Books,86.292,7.99,8381,Penguin Group (USA) LLC,118,big five,18
10.764,10.764,0,genre fiction,53.82,Orbit,32.292,2.99,8394,Hachette Book Group,0,big five,18
28.764,28.764,4.19,nonfiction,143.82,"Little, Brown and Company",86.292,7.99,8406,Hachette Book Group,266,big five,18
35.964,35.964,4.55,nonfiction,179.82,Random House,107.892,9.99,8415,Random House LLC,424,big five,18
39.744,39.744,4.55,genre fiction,198.72,Forge Books,119.232,11.04,8420,Macmillan,9,big five,18
27.324,27.324,4.17,genre fiction,136.62,HarperCollins e-books,81.972,7.59,8421,HarperCollins Publishers,319,big five,18
32.004,32.004,4.48,genre fiction,160.02,FaithWords,96.012,8.89,8423,Hachette Book Group,1159,big five,18
17.964,17.964,4.31,genre fiction,89.82,Bantam,53.892,4.99,8428,Random House LLC,662,big five,18
12.6,12.6,4.44,nonfiction,63,HarperCollins,37.8,3.5,8502,HarperCollins Publishers,121,big five,18
